DATE,HIGHTEMP,LOWTEMP,HUMIDITY,DESCRIPTION
4/25/2020,-47,78,17.94,sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum
1/18/2021,-50,76,35.47,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam
8/31/2018,134,-47,12.55,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo
10/9/2017,99,81,34.92,id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit
3/22/2019,-5,-31,36.52,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros
9/2/2021,114,117,1.87,varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices
3/16/2022,10,129,48.26,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis
1/7/2019,-20,7,16.95,porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet
11/30/2018,32,83,32.69,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas
3/5/2018,101,56,16.16,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida
1/1/2018,121,39,56.56,nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget
4/1/2018,125,-3,41.47,non velit donec diam neque vestibulum eget vulputate ut ultrices
3/11/2019,91,108,17.35,ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar
4/19/2020,62,87,67.17,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit
6/3/2021,11,34,11.17,pede ullamcorper augue a suscipit nulla elit ac nulla sed vel
7/23/2019,-29,30,99.53,nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim
2/28/2020,53,-41,31.73,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum
2/18/2021,132,-2,45.38,est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi
2/22/2019,-41,123,7.55,neque libero convallis eget eleifend luctus ultricies eu nibh quisque
7/27/2019,125,39,29.69,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit
1/5/2020,61,-29,85.39,ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer
1/27/2021,-38,-48,42.25,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis
6/16/2021,-34,23,94.5,in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis
2/25/2019,91,74,42.22,massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi
7/7/2020,2,94,40.96,diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut
2/22/2018,2,1,66.44,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non
12/30/2020,-48,-6,84.87,vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam
11/18/2018,97,-50,91.56,iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis
6/17/2019,14,55,74.17,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante
6/23/2021,136,63,25.94,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue
4/22/2021,130,3,38.94,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede
6/28/2020,-22,30,81.58,nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum
7/28/2019,39,5,42.93,ut odio cras mi pede malesuada in imperdiet et commodo
3/9/2019,48,-18,99.11,est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc
10/27/2020,96,100,28.98,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique
9/25/2018,70,13,46.75,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis
1/4/2019,85,5,81.0,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin
4/14/2021,-32,85,21.07,dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis
6/4/2019,24,44,6.85,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis
12/29/2019,116,-8,76.73,sit amet nunc viverra dapibus nulla suscipit ligula in lacus
5/9/2018,65,119,18.48,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna
3/20/2020,15,-46,79.79,at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas
10/19/2019,-16,140,33.45,proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget
9/2/2019,-38,129,35.02,tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique
11/5/2020,42,99,41.81,elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo
1/27/2019,133,71,3.62,in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat
4/7/2020,-48,119,2.71,sit amet sem fusce consequat nulla nisl nunc nisl duis
11/27/2021,-30,13,84.64,nisl venenatis lacinia aenean sit amet justo morbi ut odio
9/26/2018,136,139,39.22,vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est
10/5/2021,46,64,82.46,odio elementum eu interdum eu tincidunt in leo maecenas pulvinar
10/17/2021,38,117,55.68,nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum
4/6/2018,89,15,33.07,in faucibus orci luctus et ultrices posuere cubilia curae nulla
12/6/2021,24,-43,13.05,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat
7/3/2020,44,129,49.85,eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien
8/14/2019,9,34,64.06,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla
4/5/2021,-46,116,37.23,in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus
4/8/2018,29,-48,73.29,porta volutpat quam pede lobortis ligula sit amet eleifend pede libero
2/8/2020,33,71,15.93,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum
7/10/2019,62,3,89.72,ornare consequat lectus in est risus auctor sed tristique in tempus sit
5/22/2020,-21,111,81.3,id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique
2/18/2018,15,119,28.11,quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl
1/14/2021,24,80,60.2,sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci
9/25/2021,94,73,77.26,morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum
10/9/2019,74,7,55.11,diam id ornare imperdiet sapien urna pretium nisl ut volutpat
9/28/2021,23,-6,20.06,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec
11/20/2018,75,84,71.14,consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac
9/24/2021,-22,-11,40.1,in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus
5/27/2021,-11,125,17.97,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla
1/27/2020,129,113,33.45,ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet
12/22/2020,59,-25,99.64,sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae
12/28/2019,111,-10,98.76,amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus
12/16/2017,44,76,48.99,eget orci vehicula condimentum curabitur in libero ut massa volutpat
9/20/2021,127,122,73.71,quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla
2/20/2021,-29,110,27.92,augue a suscipit nulla elit ac nulla sed vel enim sit
12/20/2021,130,103,86.79,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero
5/7/2020,-5,11,41.56,non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede
7/12/2019,-43,64,63.31,dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id
3/28/2018,-20,83,97.43,in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus
7/8/2019,42,30,27.33,ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae
11/21/2017,79,-14,90.64,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo
7/26/2021,53,-37,65.84,semper sapien a libero nam dui proin leo odio porttitor id
2/25/2020,-9,71,21.99,donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi
1/27/2019,73,135,85.3,vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae
2/11/2018,108,-32,27.15,sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor
1/25/2018,127,-9,25.94,magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce
8/1/2017,99,19,71.88,id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat
7/13/2018,52,92,86.21,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare
1/3/2021,39,67,91.3,aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan
11/29/2020,136,71,53.92,sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam
4/2/2020,103,3,46.26,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse
2/24/2021,105,15,73.54,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est
1/11/2022,74,1,86.49,ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat
3/14/2022,85,74,16.79,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo
7/4/2018,24,139,87.66,donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum
10/12/2017,60,126,55.4,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus
11/28/2017,91,65,30.62,donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet
8/13/2019,-7,12,72.34,nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat
7/15/2020,-29,-2,4.82,curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis
2/7/2021,115,-6,9.11,pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc
4/2/2020,64,127,31.45,eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor
2/14/2020,78,-16,94.25,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan
10/13/2017,114,35,66.22,sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam
9/22/2017,54,3,22.61,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient
10/1/2020,73,100,30.77,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras
6/14/2021,50,8,5.79,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi
6/7/2020,-5,122,89.29,nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget
11/6/2018,5,90,90.77,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio
9/10/2021,106,11,31.84,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis
6/14/2019,-49,119,83.45,sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus
12/31/2020,-32,126,37.55,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur
3/6/2019,104,112,6.65,sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis
7/6/2021,44,115,94.15,luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus
7/20/2020,14,65,40.54,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo
4/28/2018,88,-36,83.47,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula
2/23/2022,11,29,39.17,enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae
9/25/2018,97,123,21.54,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus
8/18/2017,8,19,40.27,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis
12/26/2020,96,49,17.56,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis
8/26/2018,128,0,62.19,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem
6/5/2021,140,-33,49.56,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at
2/14/2020,78,74,19.08,eros vestibulum ac est lacinia nisi venenatis tristique fusce congue
4/16/2019,-44,125,47.15,urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit
3/24/2020,111,-11,62.32,in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris
11/16/2019,-14,24,23.89,donec ut mauris eget massa tempor convallis nulla neque libero convallis eget
7/14/2019,102,95,66.08,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet
12/14/2019,43,137,50.9,tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est
8/2/2020,77,56,40.08,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium
8/19/2020,29,-11,34.96,in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti
12/7/2018,31,1,4.46,suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi
8/30/2020,-19,86,50.53,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus
8/22/2020,-47,30,22.36,massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse
4/29/2020,-26,-5,62.74,pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat
8/26/2019,-13,91,81.87,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien
10/15/2021,123,116,79.79,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus
1/21/2018,38,129,73.77,mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis
11/29/2020,28,115,57.1,turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices
12/2/2019,129,-22,70.12,ac lobortis vel dapibus at diam nam tristique tortor eu pede
3/21/2018,-25,10,18.12,et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum
2/21/2021,15,92,85.91,nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi
8/1/2018,76,140,62.85,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel
11/8/2017,102,81,57.62,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam
5/22/2021,47,127,48.52,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id
12/14/2020,106,80,63.44,in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam
2/18/2020,8,119,89.29,vel ipsum praesent blandit lacinia erat vestibulum sed magna at
3/9/2021,136,94,55.13,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat
10/7/2021,-46,49,65.77,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus
6/3/2018,56,-30,33.47,magna ac consequat metus sapien ut nunc vestibulum ante ipsum
6/17/2019,53,88,93.31,et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum
7/20/2017,41,-34,13.34,phasellus in felis donec semper sapien a libero nam dui proin leo
7/3/2021,-38,48,63.33,lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis
9/1/2019,81,43,45.94,dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce
2/26/2019,137,-34,87.73,massa id nisl venenatis lacinia aenean sit amet justo morbi ut
3/16/2020,133,74,77.69,dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis
3/26/2020,102,-33,93.68,nec nisi volutpat eleifend donec ut dolor morbi vel lectus
11/27/2019,99,-35,31.87,mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis
11/6/2019,-28,99,27.76,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris
12/13/2020,135,-50,71.89,libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a
3/8/2018,120,133,68.43,pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit
10/19/2019,34,114,91.29,ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed
4/10/2019,19,95,18.69,nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut
2/4/2019,-45,4,63.03,eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui
4/29/2020,35,12,28.11,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus
7/1/2018,23,-11,38.97,ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
2/13/2019,10,127,4.29,ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum
11/13/2019,17,-46,68.95,nulla suscipit ligula in lacus curabitur at ipsum ac tellus
12/18/2020,110,-29,80.21,volutpat in congue etiam justo etiam pretium iaculis justo in
2/20/2019,46,112,24.88,ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo
11/21/2021,-29,12,36.16,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue
11/25/2017,21,47,63.2,vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis
3/22/2018,12,64,24.08,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla
12/17/2019,19,38,84.65,ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem
11/21/2019,-15,17,5.74,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum
10/12/2018,116,24,11.87,mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus
12/26/2018,0,-10,4.17,in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate
1/14/2019,135,-41,42.8,augue luctus tincidunt nulla mollis molestie lorem quisque ut erat
3/27/2020,90,83,88.49,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante
7/31/2019,80,92,56.77,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae
10/1/2017,-39,10,60.51,tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in
10/3/2021,1,134,77.38,hac habitasse platea dictumst maecenas ut massa quis augue luctus
11/28/2020,-39,62,5.8,nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed
9/28/2021,122,135,86.71,enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est
11/9/2018,-15,12,14.05,curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus
1/21/2020,75,40,78.25,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis
8/21/2021,-5,60,16.28,vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit
1/20/2022,111,96,31.24,eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor
5/25/2021,-31,135,52.68,duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus
4/5/2021,58,91,5.6,condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique
12/4/2020,107,-44,48.94,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
7/17/2020,80,93,55.09,non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
5/29/2018,-32,105,47.56,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque
9/29/2019,32,74,6.32,nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in
10/2/2020,8,23,60.49,condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique
7/9/2017,116,-35,1.57,curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus
7/15/2018,123,-44,57.02,consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum
3/31/2019,44,59,56.64,at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices
1/30/2022,47,60,56.27,nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl
10/9/2017,118,128,50.84,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante
7/20/2017,-4,-48,29.41,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus
8/26/2018,53,117,16.07,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu
5/17/2019,-34,117,89.55,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut
6/3/2021,50,48,58.84,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in
11/1/2020,-21,128,92.37,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci
3/14/2018,137,-22,31.57,ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel
3/7/2018,82,1,46.41,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere
4/5/2020,-16,1,93.38,posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi
3/14/2022,92,100,63.41,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus
8/24/2021,-27,12,19.85,ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac
8/21/2020,107,58,47.19,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros
3/23/2019,29,56,6.71,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in
2/28/2022,30,61,6.0,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu
12/27/2018,72,44,27.67,sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis
7/26/2017,-34,2,59.01,sit amet lobortis sapien sapien non mi integer ac neque duis bibendum
1/21/2018,127,126,45.47,massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio
9/26/2019,-16,55,92.17,metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec
12/20/2017,130,-6,41.38,posuere metus vitae ipsum aliquam non mauris morbi non lectus
9/23/2020,95,69,63.03,est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi
1/24/2018,84,-8,91.67,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices
1/29/2021,57,137,57.49,lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit
10/30/2019,105,11,52.43,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum
12/5/2018,4,10,95.69,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero
10/22/2020,37,33,7.27,et tempus semper est quam pharetra magna ac consequat metus sapien
6/10/2018,116,91,35.85,platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante
6/5/2021,36,41,87.13,consequat lectus in est risus auctor sed tristique in tempus sit amet
12/9/2019,-8,71,61.21,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit
10/28/2021,21,102,8.67,molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam
4/8/2021,-40,-50,20.88,proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie
11/8/2017,37,-44,33.8,rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis
9/22/2020,63,-45,89.89,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat
8/3/2019,-24,120,78.71,gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada
2/23/2021,-9,113,68.25,ut massa quis augue luctus tincidunt nulla mollis molestie lorem
2/18/2021,18,63,98.92,nam dui proin leo odio porttitor id consequat in consequat ut nulla
2/1/2018,63,63,49.95,convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci
5/20/2020,105,-45,37.16,nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam
8/4/2018,131,106,56.53,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus
12/24/2019,-29,-32,40.41,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate
3/1/2018,9,118,64.16,amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti
1/4/2018,105,-10,3.05,nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit
11/19/2018,132,136,24.11,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius
1/1/2022,-2,57,39.41,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus
4/12/2021,23,-29,25.95,proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum
4/11/2018,77,137,30.17,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo
1/6/2019,19,132,55.94,pellentesque volutpat dui maecenas tristique est et tempus semper est quam
10/28/2019,60,28,40.13,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla
